id	char	class	unicode_bytes
602	😬	main_component	"b'\\U0001f62c'"
603	🤰	main_component	"b'\\U0001f930'"
604	🧜	main_component	"b'\\U0001f9dc'"
605	🕺	main_component	"b'\\U0001f57a'"
606	🚲	main_component	"b'\\U0001f6b2'"
607	🙄	main_component	"b'\\U0001f644'"
608	❄	main_component	"b'\\u2744'"
609	☑	main_component	"b'\\u2611'"
610	📹	main_component	"b'\\U0001f4f9'"
611	🍞	main_component	"b'\\U0001f35e'"
612	🆑	main_component	"b'\\U0001f191'"
613	🐂	main_component	"b'\\U0001f402'"
614	🛋	main_component	"b'\\U0001f6cb'"
615	🧀	main_component	"b'\\U0001f9c0'"
616	🚜	main_component	"b'\\U0001f69c'"
617	🌞	main_component	"b'\\U0001f31e'"
618	🖌	main_component	"b'\\U0001f58c'"
619	🤘	main_component	"b'\\U0001f918'"
620	🤔	main_component	"b'\\U0001f914'"
621	🍯	main_component	"b'\\U0001f36f'"
622	🚑	main_component	"b'\\U0001f691'"
623	🦷	main_component	"b'\\U0001f9b7'"
624	👰	main_component	"b'\\U0001f470'"
625	🥅	main_component	"b'\\U0001f945'"
626	🚂	main_component	"b'\\U0001f682'"
627	🥁	main_component	"b'\\U0001f941'"
628	💦	main_component	"b'\\U0001f4a6'"
629	🍇	main_component	"b'\\U0001f347'"
630	🚈	main_component	"b'\\U0001f688'"
631	🌊	main_component	"b'\\U0001f30a'"
632	↖	main_component	"b'\\u2196'"
633	🛷	main_component	"b'\\U0001f6f7'"
634	🚴	main_component	"b'\\U0001f6b4'"
635	⛸	main_component	"b'\\u26f8'"
636	💈	main_component	"b'\\U0001f488'"
637	🧂	main_component	"b'\\U0001f9c2'"
638	🔳	main_component	"b'\\U0001f533'"
639	🏺	main_component	"b'\\U0001f3fa'"
640	🎢	main_component	"b'\\U0001f3a2'"
641	🐅	main_component	"b'\\U0001f405'"
642	🗼	main_component	"b'\\U0001f5fc'"
643	🐾	main_component	"b'\\U0001f43e'"
644	🕉	main_component	"b'\\U0001f549'"
645	▫	main_component	"b'\\u25ab'"
646	🚐	main_component	"b'\\U0001f690'"
647	✊	main_component	"b'\\u270a'"
648	☸	main_component	"b'\\u2638'"
649	🤥	main_component	"b'\\U0001f925'"
650	🍭	main_component	"b'\\U0001f36d'"
651	🚕	main_component	"b'\\U0001f695'"
652	⛔	main_component	"b'\\u26d4'"
653	😀	main_component	"b'\\U0001f600'"
654	🐳	main_component	"b'\\U0001f433'"
655	🧔	main_component	"b'\\U0001f9d4'"
656	🐶	main_component	"b'\\U0001f436'"
657	🐺	main_component	"b'\\U0001f43a'"
658	🏯	main_component	"b'\\U0001f3ef'"
659	😯	main_component	"b'\\U0001f62f'"
660	🏜	main_component	"b'\\U0001f3dc'"
661	🧛	main_component	"b'\\U0001f9db'"
662	🛒	main_component	"b'\\U0001f6d2'"
663	🦊	main_component	"b'\\U0001f98a'"
664	🛠	main_component	"b'\\U0001f6e0'"
665	🏋	main_component	"b'\\U0001f3cb'"
666	💧	main_component	"b'\\U0001f4a7'"
667	🌋	main_component	"b'\\U0001f30b'"
668	☀	main_component	"b'\\u2600'"
669	➕	main_component	"b'\\u2795'"
670	🐜	main_component	"b'\\U0001f41c'"
671	🧖	main_component	"b'\\U0001f9d6'"
672	🎖	main_component	"b'\\U0001f396'"
673	🎌	main_component	"b'\\U0001f38c'"
674	🕒	main_component	"b'\\U0001f552'"
675	💳	main_component	"b'\\U0001f4b3'"
676	📁	main_component	"b'\\U0001f4c1'"
677	◻	main_component	"b'\\u25fb'"
678	😡	main_component	"b'\\U0001f621'"
679	⛏	main_component	"b'\\u26cf'"
680	🛃	main_component	"b'\\U0001f6c3'"
681	🥴	main_component	"b'\\U0001f974'"
682	🍤	main_component	"b'\\U0001f364'"
683	🗞	main_component	"b'\\U0001f5de'"
684	🦰	main_component	"b'\\U0001f9b0'"
685	🌜	main_component	"b'\\U0001f31c'"
686	🐢	main_component	"b'\\U0001f422'"
687	🏣	main_component	"b'\\U0001f3e3'"
688	🔩	main_component	"b'\\U0001f529'"
689	🎫	main_component	"b'\\U0001f3ab'"
690	🧿	main_component	"b'\\U0001f9ff'"
691	👲	main_component	"b'\\U0001f472'"
692	🍣	main_component	"b'\\U0001f363'"
693	🌙	main_component	"b'\\U0001f319'"
694	💅	main_component	"b'\\U0001f485'"
695	🚙	main_component	"b'\\U0001f699'"
696	🐌	main_component	"b'\\U0001f40c'"
697	📷	main_component	"b'\\U0001f4f7'"
698	👢	main_component	"b'\\U0001f462'"
699	😦	main_component	"b'\\U0001f626'"
700	👐	main_component	"b'\\U0001f450'"
701	🙊	main_component	"b'\\U0001f64a'"
702	🖱	main_component	"b'\\U0001f5b1'"
703	📱	main_component	"b'\\U0001f4f1'"
704	🐇	main_component	"b'\\U0001f407'"
705	🐞	main_component	"b'\\U0001f41e'"
706	🕜	main_component	"b'\\U0001f55c'"
707	👀	main_component	"b'\\U0001f440'"
708	🙃	main_component	"b'\\U0001f643'"
709	🌶	main_component	"b'\\U0001f336'"
710	🥰	main_component	"b'\\U0001f970'"
711	🦘	main_component	"b'\\U0001f998'"
712	💎	main_component	"b'\\U0001f48e'"
713	🔦	main_component	"b'\\U0001f526'"
714	🍧	main_component	"b'\\U0001f367'"
715	🐼	main_component	"b'\\U0001f43c'"
716	♒	main_component	"b'\\u2652'"
717	🥾	main_component	"b'\\U0001f97e'"
718	🏁	main_component	"b'\\U0001f3c1'"
719	🗃	main_component	"b'\\U0001f5c3'"
720	🍎	main_component	"b'\\U0001f34e'"
721	🐬	main_component	"b'\\U0001f42c'"
722	🍜	main_component	"b'\\U0001f35c'"
723	💐	main_component	"b'\\U0001f490'"
724	🎟	main_component	"b'\\U0001f39f'"
725	♌	main_component	"b'\\u264c'"
726	🤩	main_component	"b'\\U0001f929'"
727	🤚	main_component	"b'\\U0001f91a'"
728	🦏	main_component	"b'\\U0001f98f'"
729	👕	main_component	"b'\\U0001f455'"
730	🗳	main_component	"b'\\U0001f5f3'"
731	🕹	main_component	"b'\\U0001f579'"
732	🍐	main_component	"b'\\U0001f350'"
733	⬛	main_component	"b'\\u2b1b'"
734	💻	main_component	"b'\\U0001f4bb'"
735	🍳	main_component	"b'\\U0001f373'"
736	🥘	main_component	"b'\\U0001f958'"
737	🌭	main_component	"b'\\U0001f32d'"
738	🎧	main_component	"b'\\U0001f3a7'"
739	🔟	main_component	"b'\\U0001f51f'"
740	🚀	main_component	"b'\\U0001f680'"
741	🚵	main_component	"b'\\U0001f6b5'"
742	💜	main_component	"b'\\U0001f49c'"
743	✝	main_component	"b'\\u271d'"
744	♓	main_component	"b'\\u2653'"
745	👍	main_component	"b'\\U0001f44d'"
746	🍉	main_component	"b'\\U0001f349'"
747	🧤	main_component	"b'\\U0001f9e4'"
748	🧮	main_component	"b'\\U0001f9ee'"
749	🆓	main_component	"b'\\U0001f193'"
750	▶	main_component	"b'\\u25b6'"
751	🥉	main_component	"b'\\U0001f949'"
752	⏯	main_component	"b'\\u23ef'"
753	💄	main_component	"b'\\U0001f484'"
754	🏳	main_component	"b'\\U0001f3f3'"
755	😙	main_component	"b'\\U0001f619'"
756	👤	main_component	"b'\\U0001f464'"
757	🕥	main_component	"b'\\U0001f565'"
758	📠	main_component	"b'\\U0001f4e0'"
759	🌟	main_component	"b'\\U0001f31f'"
760	🗡	main_component	"b'\\U0001f5e1'"
761	🐖	main_component	"b'\\U0001f416'"
762	🐟	main_component	"b'\\U0001f41f'"
763	💭	main_component	"b'\\U0001f4ad'"
764	☠	main_component	"b'\\u2620'"
765	✳	main_component	"b'\\u2733'"
766	👃	main_component	"b'\\U0001f443'"
767	🖤	main_component	"b'\\U0001f5a4'"
768	⏫	main_component	"b'\\u23eb'"
769	🤾	main_component	"b'\\U0001f93e'"
770	🍻	main_component	"b'\\U0001f37b'"
771	🧶	main_component	"b'\\U0001f9f6'"
772	👾	main_component	"b'\\U0001f47e'"
773	🕧	main_component	"b'\\U0001f567'"
774	✖	main_component	"b'\\u2716'"
775	🎙	main_component	"b'\\U0001f399'"
776	🔀	main_component	"b'\\U0001f500'"
777	🌗	main_component	"b'\\U0001f317'"
778	⤵	main_component	"b'\\u2935'"
779	🦴	main_component	"b'\\U0001f9b4'"
780	🛹	main_component	"b'\\U0001f6f9'"
781	🚌	main_component	"b'\\U0001f68c'"
782	☔	main_component	"b'\\u2614'"
783	💫	main_component	"b'\\U0001f4ab'"
784	🍽	main_component	"b'\\U0001f37d'"
785	🎴	main_component	"b'\\U0001f3b4'"
786	🔧	main_component	"b'\\U0001f527'"
787	🚹	main_component	"b'\\U0001f6b9'"
788	💋	main_component	"b'\\U0001f48b'"
789	🐠	main_component	"b'\\U0001f420'"
790	🎁	main_component	"b'\\U0001f381'"
791	👁	main_component	"b'\\U0001f441'"
792	ℹ	main_component	"b'\\u2139'"
793	🐱	main_component	"b'\\U0001f431'"
794	💵	main_component	"b'\\U0001f4b5'"
795	🈳	main_component	"b'\\U0001f233'"
796	💺	main_component	"b'\\U0001f4ba'"
797	☂	main_component	"b'\\u2602'"
798	🏷	main_component	"b'\\U0001f3f7'"
799	🥙	main_component	"b'\\U0001f959'"
800	😭	main_component	"b'\\U0001f62d'"
801	🚧	main_component	"b'\\U0001f6a7'"
802	💒	main_component	"b'\\U0001f492'"
803	🚮	main_component	"b'\\U0001f6ae'"
804	🤠	main_component	"b'\\U0001f920'"
805	🕊	main_component	"b'\\U0001f54a'"
806	😷	main_component	"b'\\U0001f637'"
807	🤯	main_component	"b'\\U0001f92f'"
808	🍗	main_component	"b'\\U0001f357'"
809	🔉	main_component	"b'\\U0001f509'"
810	🏪	main_component	"b'\\U0001f3ea'"
811	👡	main_component	"b'\\U0001f461'"
812	🔒	main_component	"b'\\U0001f512'"
813	📭	main_component	"b'\\U0001f4ed'"
814	Ⓜ	main_component	"b'\\u24c2'"
815	📟	main_component	"b'\\U0001f4df'"
816	💁	main_component	"b'\\U0001f481'"
817	🦚	main_component	"b'\\U0001f99a'"
818	😚	main_component	"b'\\U0001f61a'"
819	🥬	main_component	"b'\\U0001f96c'"
820	🛰	main_component	"b'\\U0001f6f0'"
821	🗝	main_component	"b'\\U0001f5dd'"
822	💙	main_component	"b'\\U0001f499'"
823	🌐	main_component	"b'\\U0001f310'"
824	🐭	main_component	"b'\\U0001f42d'"
825	🍘	main_component	"b'\\U0001f358'"
826	😗	main_component	"b'\\U0001f617'"
827	📯	main_component	"b'\\U0001f4ef'"
828	🦳	main_component	"b'\\U0001f9b3'"
829	🐽	main_component	"b'\\U0001f43d'"
830	🚖	main_component	"b'\\U0001f696'"
831	🕶	main_component	"b'\\U0001f576'"
832	🎲	main_component	"b'\\U0001f3b2'"
833	😨	main_component	"b'\\U0001f628'"
834	🏠	main_component	"b'\\U0001f3e0'"
835	🔢	main_component	"b'\\U0001f522'"
836	🖼	main_component	"b'\\U0001f5bc'"
837	🍂	main_component	"b'\\U0001f342'"
838	🕳	main_component	"b'\\U0001f573'"
839	🏙	main_component	"b'\\U0001f3d9'"
840	📰	main_component	"b'\\U0001f4f0'"
841	👊	main_component	"b'\\U0001f44a'"
842	✏	main_component	"b'\\u270f'"
843	🥡	main_component	"b'\\U0001f961'"
844	🎛	main_component	"b'\\U0001f39b'"
845	⚽	main_component	"b'\\u26bd'"
846	💯	main_component	"b'\\U0001f4af'"
847	🤙	main_component	"b'\\U0001f919'"
848	🤶	main_component	"b'\\U0001f936'"
849	🦋	main_component	"b'\\U0001f98b'"
850	🎇	main_component	"b'\\U0001f387'"
851	💶	main_component	"b'\\U0001f4b6'"
852	🏄	main_component	"b'\\U0001f3c4'"
853	💓	main_component	"b'\\U0001f493'"
854	🐫	main_component	"b'\\U0001f42b'"
855	🍙	main_component	"b'\\U0001f359'"
856	📶	main_component	"b'\\U0001f4f6'"
857	🎣	main_component	"b'\\U0001f3a3'"
858	☣	main_component	"b'\\u2623'"
859	👖	main_component	"b'\\U0001f456'"
860	🍋	main_component	"b'\\U0001f34b'"
861	🌹	main_component	"b'\\U0001f339'"
862	🤐	main_component	"b'\\U0001f910'"
863	🤴	main_component	"b'\\U0001f934'"
864	😵	main_component	"b'\\U0001f635'"
865	🌘	main_component	"b'\\U0001f318'"
866	💌	main_component	"b'\\U0001f48c'"
867	🤳	main_component	"b'\\U0001f933'"
868	🛎	main_component	"b'\\U0001f6ce'"
869	🌑	main_component	"b'\\U0001f311'"
870	🧝	main_component	"b'\\U0001f9dd'"
871	💽	main_component	"b'\\U0001f4bd'"
872	🖲	main_component	"b'\\U0001f5b2'"
873	🌳	main_component	"b'\\U0001f333'"
874	🍊	main_component	"b'\\U0001f34a'"
875	🍈	main_component	"b'\\U0001f348'"
876	🍆	main_component	"b'\\U0001f346'"
877	📴	main_component	"b'\\U0001f4f4'"
878	😍	main_component	"b'\\U0001f60d'"
879	🥼	main_component	"b'\\U0001f97c'"
880	⚱	main_component	"b'\\u26b1'"
881	🍥	main_component	"b'\\U0001f365'"
882	🚚	main_component	"b'\\U0001f69a'"
883	🐉	main_component	"b'\\U0001f409'"
884	🆔	main_component	"b'\\U0001f194'"
885	🎞	main_component	"b'\\U0001f39e'"
886	👋	main_component	"b'\\U0001f44b'"
887	🖕	main_component	"b'\\U0001f595'"
888	📛	main_component	"b'\\U0001f4db'"
889	🚭	main_component	"b'\\U0001f6ad'"
890	🦆	main_component	"b'\\U0001f986'"
891	🐵	main_component	"b'\\U0001f435'"
892	🌔	main_component	"b'\\U0001f314'"
893	📙	main_component	"b'\\U0001f4d9'"
894	🦃	main_component	"b'\\U0001f983'"
895	🚊	main_component	"b'\\U0001f68a'"
896	🈶	main_component	"b'\\U0001f236'"
897	🈵	main_component	"b'\\U0001f235'"
898	🤑	main_component	"b'\\U0001f911'"
899	🗓	main_component	"b'\\U0001f5d3'"
900	🐻	main_component	"b'\\U0001f43b'"
901	📲	main_component	"b'\\U0001f4f2'"
902	⏱	main_component	"b'\\u23f1'"
903	💼	main_component	"b'\\U0001f4bc'"
904	🌁	main_component	"b'\\U0001f301'"
905	🤭	main_component	"b'\\U0001f92d'"
906	🛥	main_component	"b'\\U0001f6e5'"
907	🕤	main_component	"b'\\U0001f564'"
908	🙉	main_component	"b'\\U0001f649'"
909	🥔	main_component	"b'\\U0001f954'"
910	💃	main_component	"b'\\U0001f483'"
911	🕍	main_component	"b'\\U0001f54d'"
912	🍁	main_component	"b'\\U0001f341'"
913	🎅	main_component	"b'\\U0001f385'"
914	🔥	main_component	"b'\\U0001f525'"
915	🎥	main_component	"b'\\U0001f3a5'"
916	💢	main_component	"b'\\U0001f4a2'"
917	🕦	main_component	"b'\\U0001f566'"
918	🛍	main_component	"b'\\U0001f6cd'"
919	💂	main_component	"b'\\U0001f482'"
920	🧩	main_component	"b'\\U0001f9e9'"
921	🌡	main_component	"b'\\U0001f321'"
922	🔞	main_component	"b'\\U0001f51e'"
923	🙈	main_component	"b'\\U0001f648'"
924	⬆	main_component	"b'\\u2b06'"
925	🌷	main_component	"b'\\U0001f337'"
926	♠	main_component	"b'\\u2660'"
927	🏭	main_component	"b'\\U0001f3ed'"
928	🥯	main_component	"b'\\U0001f96f'"
929	🔋	main_component	"b'\\U0001f50b'"
930	💔	main_component	"b'\\U0001f494'"
931	🧷	main_component	"b'\\U0001f9f7'"
932	🌒	main_component	"b'\\U0001f312'"
933	⭐	main_component	"b'\\u2b50'"
934	🕷	main_component	"b'\\U0001f577'"
935	⛅	main_component	"b'\\u26c5'"
936	⛹	main_component	"b'\\u26f9'"
937	🌨	main_component	"b'\\U0001f328'"
938	🚻	main_component	"b'\\U0001f6bb'"
939	😈	main_component	"b'\\U0001f608'"
940	🈚	main_component	"b'\\U0001f21a'"
941	🦶	main_component	"b'\\U0001f9b6'"
942	🏡	main_component	"b'\\U0001f3e1'"
943	🥐	main_component	"b'\\U0001f950'"
944	🚱	main_component	"b'\\U0001f6b1'"
945	⛩	main_component	"b'\\u26e9'"
946	🥀	main_component	"b'\\U0001f940'"
947	😪	main_component	"b'\\U0001f62a'"
948	✴	main_component	"b'\\u2734'"
949	🥧	main_component	"b'\\U0001f967'"
950	🎨	main_component	"b'\\U0001f3a8'"
951	🗜	main_component	"b'\\U0001f5dc'"
952	📢	main_component	"b'\\U0001f4e2'"
953	🎤	main_component	"b'\\U0001f3a4'"
954	🕯	main_component	"b'\\U0001f56f'"
955	🥮	main_component	"b'\\U0001f96e'"
956	👇	main_component	"b'\\U0001f447'"
957	🔬	main_component	"b'\\U0001f52c'"
958	🏎	main_component	"b'\\U0001f3ce'"
959	🧯	main_component	"b'\\U0001f9ef'"
960	💲	main_component	"b'\\U0001f4b2'"
961	🍑	main_component	"b'\\U0001f351'"
962	🥗	main_component	"b'\\U0001f957'"
963	🔮	main_component	"b'\\U0001f52e'"
964	🕔	main_component	"b'\\U0001f554'"
965	🦍	main_component	"b'\\U0001f98d'"
966	🔏	main_component	"b'\\U0001f50f'"
967	🤢	main_component	"b'\\U0001f922'"
968	🖥	main_component	"b'\\U0001f5a5'"
969	🤓	main_component	"b'\\U0001f913'"
970	📄	main_component	"b'\\U0001f4c4'"
971	✅	main_component	"b'\\u2705'"
972	🤒	main_component	"b'\\U0001f912'"
973	📞	main_component	"b'\\U0001f4de'"
974	🔜	main_component	"b'\\U0001f51c'"
975	🏇	main_component	"b'\\U0001f3c7'"
976	🚯	main_component	"b'\\U0001f6af'"
977	🅿	main_component	"b'\\U0001f17f'"
978	🕙	main_component	"b'\\U0001f559'"
979	🈸	main_component	"b'\\U0001f238'"
980	🍴	main_component	"b'\\U0001f374'"
981	😟	main_component	"b'\\U0001f61f'"
982	🐛	main_component	"b'\\U0001f41b'"
983	😖	main_component	"b'\\U0001f616'"
984	🍍	main_component	"b'\\U0001f34d'"
985	🥎	main_component	"b'\\U0001f94e'"
986	✔	main_component	"b'\\u2714'"
987	😫	main_component	"b'\\U0001f62b'"
988	✌	main_component	"b'\\u270c'"
989	🍔	main_component	"b'\\U0001f354'"
990	📥	main_component	"b'\\U0001f4e5'"
991	🌸	main_component	"b'\\U0001f338'"
992	🌾	main_component	"b'\\U0001f33e'"
993	💞	main_component	"b'\\U0001f49e'"
994	😼	main_component	"b'\\U0001f63c'"
995	🐨	main_component	"b'\\U0001f428'"
996	🥠	main_component	"b'\\U0001f960'"
997	💾	main_component	"b'\\U0001f4be'"
998	📡	main_component	"b'\\U0001f4e1'"
999	🈹	main_component	"b'\\U0001f239'"
1000	🕕	main_component	"b'\\U0001f555'"
1001	♑	main_component	"b'\\u2651'"
1002	🏥	main_component	"b'\\U0001f3e5'"
1003	🏫	main_component	"b'\\U0001f3eb'"
1004	🛣	main_component	"b'\\U0001f6e3'"
1005	⛓	main_component	"b'\\u26d3'"
1006	🦹	main_component	"b'\\U0001f9b9'"
1007	🧰	main_component	"b'\\U0001f9f0'"
1008	✍	main_component	"b'\\u270d'"
1009	📒	main_component	"b'\\U0001f4d2'"
1010	⭕	main_component	"b'\\u2b55'"
1011	😊	main_component	"b'\\U0001f60a'"
1012	🎒	main_component	"b'\\U0001f392'"
1013	🆒	main_component	"b'\\U0001f192'"
1014	🆎	main_component	"b'\\U0001f18e'"
1015	👆	main_component	"b'\\U0001f446'"
1016	🕞	main_component	"b'\\U0001f55e'"
1017	🌫	main_component	"b'\\U0001f32b'"
1018	♏	main_component	"b'\\u264f'"
1019	🅾	main_component	"b'\\U0001f17e'"
1020	🌿	main_component	"b'\\U0001f33f'"
1021	🚼	main_component	"b'\\U0001f6bc'"
1022	🐀	main_component	"b'\\U0001f400'"
1023	🍸	main_component	"b'\\U0001f378'"
1024	🖍	main_component	"b'\\U0001f58d'"
1025	🀄	main_component	"b'\\U0001f004'"
1026	🗾	main_component	"b'\\U0001f5fe'"
1027	📓	main_component	"b'\\U0001f4d3'"
1028	🥦	main_component	"b'\\U0001f966'"
1029	🚛	main_component	"b'\\U0001f69b'"
1030	💀	main_component	"b'\\U0001f480'"
1031	🧚	main_component	"b'\\U0001f9da'"
1032	🛤	main_component	"b'\\U0001f6e4'"
1033	📉	main_component	"b'\\U0001f4c9'"
1034	🅱	main_component	"b'\\U0001f171'"
1035	🔐	main_component	"b'\\U0001f510'"
1036	🤨	main_component	"b'\\U0001f928'"
1037	⚗	main_component	"b'\\u2697'"
1038	🌻	main_component	"b'\\U0001f33b'"
1039	👉	main_component	"b'\\U0001f449'"
1040	🧺	main_component	"b'\\U0001f9fa'"
1041	🎮	main_component	"b'\\U0001f3ae'"
1042	👗	main_component	"b'\\U0001f457'"
1043	📍	main_component	"b'\\U0001f4cd'"
1044	📺	main_component	"b'\\U0001f4fa'"
1045	🎩	main_component	"b'\\U0001f3a9'"
1046	↩	main_component	"b'\\u21a9'"
1047	👄	main_component	"b'\\U0001f444'"
1048	👦	main_component	"b'\\U0001f466'"
1049	💠	main_component	"b'\\U0001f4a0'"
1050	🦝	main_component	"b'\\U0001f99d'"
1051	🍓	main_component	"b'\\U0001f353'"
1052	🤲	main_component	"b'\\U0001f932'"
1053	🏚	main_component	"b'\\U0001f3da'"
1054	🦛	main_component	"b'\\U0001f99b'"
1055	🧕	main_component	"b'\\U0001f9d5'"
1056	🧨	main_component	"b'\\U0001f9e8'"
1057	🦸	main_component	"b'\\U0001f9b8'"
1058	👪	main_component	"b'\\U0001f46a'"
1059	😝	main_component	"b'\\U0001f61d'"
1060	🎿	main_component	"b'\\U0001f3bf'"
1061	♊	main_component	"b'\\u264a'"
1062	⛴	main_component	"b'\\u26f4'"
1063	⛎	main_component	"b'\\u26ce'"
1064	🌈	main_component	"b'\\U0001f308'"
1065	🥝	main_component	"b'\\U0001f95d'"
1066	💊	main_component	"b'\\U0001f48a'"
1067	📃	main_component	"b'\\U0001f4c3'"
1068	😆	main_component	"b'\\U0001f606'"
1069	📚	main_component	"b'\\U0001f4da'"
1070	😰	main_component	"b'\\U0001f630'"
1071	⚠	main_component	"b'\\u26a0'"
1072	🥃	main_component	"b'\\U0001f943'"
1073	⛰	main_component	"b'\\u26f0'"
1074	🔁	main_component	"b'\\U0001f501'"
1075	🧠	main_component	"b'\\U0001f9e0'"
1076	😁	main_component	"b'\\U0001f601'"
1077	🦔	main_component	"b'\\U0001f994'"
1078	™	main_component	"b'\\u2122'"
1079	🈁	main_component	"b'\\U0001f201'"
1080	☮	main_component	"b'\\u262e'"
1081	💇	main_component	"b'\\U0001f487'"
1082	🏅	main_component	"b'\\U0001f3c5'"
1083	🚔	main_component	"b'\\U0001f694'"
1084	⬇	main_component	"b'\\u2b07'"
1085	📣	main_component	"b'\\U0001f4e3'"
1086	🆖	main_component	"b'\\U0001f196'"
1087	⏳	main_component	"b'\\u23f3'"
1088	⚔	main_component	"b'\\u2694'"
1089	🌪	main_component	"b'\\U0001f32a'"
1090	👴	main_component	"b'\\U0001f474'"
1091	💬	main_component	"b'\\U0001f4ac'"
1092	☕	main_component	"b'\\u2615'"
1093	💗	main_component	"b'\\U0001f497'"
1094	⚜	main_component	"b'\\u269c'"
1095	🥶	main_component	"b'\\U0001f976'"
1096	🏔	main_component	"b'\\U0001f3d4'"
1097	🔌	main_component	"b'\\U0001f50c'"
1098	😿	main_component	"b'\\U0001f63f'"
1099	🆚	main_component	"b'\\U0001f19a'"
1100	🎊	main_component	"b'\\U0001f38a'"
1101	🖋	main_component	"b'\\U0001f58b'"
1102	🍿	main_component	"b'\\U0001f37f'"
1103	🖨	main_component	"b'\\U0001f5a8'"
1104	🧑	main_component	"b'\\U0001f9d1'"
1105	🔻	main_component	"b'\\U0001f53b'"
1106	👒	main_component	"b'\\U0001f452'"
1107	🎂	main_component	"b'\\U0001f382'"
1108	👅	main_component	"b'\\U0001f445'"
1109	👠	main_component	"b'\\U0001f460'"
1110	🔨	main_component	"b'\\U0001f528'"
1111	📿	main_component	"b'\\U0001f4ff'"
1112	🐧	main_component	"b'\\U0001f427'"
1113	🍀	main_component	"b'\\U0001f340'"
1114	🏐	main_component	"b'\\U0001f3d0'"
1115	🎬	main_component	"b'\\U0001f3ac'"
1116	☎	main_component	"b'\\u260e'"
1117	🆙	main_component	"b'\\U0001f199'"
1118	⚰	main_component	"b'\\u26b0'"
1119	🎹	main_component	"b'\\U0001f3b9'"
1120	↪	main_component	"b'\\u21aa'"
1121	🏩	main_component	"b'\\U0001f3e9'"
1122	🎚	main_component	"b'\\U0001f39a'"
1123	🔗	main_component	"b'\\U0001f517'"
1124	🧽	main_component	"b'\\U0001f9fd'"
1125	🔲	main_component	"b'\\U0001f532'"
1126	🌠	main_component	"b'\\U0001f320'"
1127	☢	main_component	"b'\\u2622'"
1128	🏗	main_component	"b'\\U0001f3d7'"
1129	💣	main_component	"b'\\U0001f4a3'"
1130	◾	main_component	"b'\\u25fe'"
1131	💝	main_component	"b'\\U0001f49d'"
1132	☁	main_component	"b'\\u2601'"
1133	👣	main_component	"b'\\U0001f463'"
1134	💑	main_component	"b'\\U0001f491'"
1135	🕟	main_component	"b'\\U0001f55f'"
1136	🥛	main_component	"b'\\U0001f95b'"
1137	💿	main_component	"b'\\U0001f4bf'"
1138	👬	main_component	"b'\\U0001f46c'"
1139	🐊	main_component	"b'\\U0001f40a'"
1140	🍦	main_component	"b'\\U0001f366'"
1141	🎾	main_component	"b'\\U0001f3be'"
1142	💍	main_component	"b'\\U0001f48d'"
1143	🚉	main_component	"b'\\U0001f689'"
1144	👹	main_component	"b'\\U0001f479'"
1145	📽	main_component	"b'\\U0001f4fd'"
1146	☯	main_component	"b'\\u262f'"
1147	💮	main_component	"b'\\U0001f4ae'"
1148	🚳	main_component	"b'\\U0001f6b3'"
1149	🔅	main_component	"b'\\U0001f505'"
1150	🧙	main_component	"b'\\U0001f9d9'"
1151	🥥	main_component	"b'\\U0001f965'"
1152	🐣	main_component	"b'\\U0001f423'"
1153	🏝	main_component	"b'\\U0001f3dd'"
1154	☪	main_component	"b'\\u262a'"
1155	🙎	main_component	"b'\\U0001f64e'"
1156	😢	main_component	"b'\\U0001f622'"
1157	🤜	main_component	"b'\\U0001f91c'"
1158	📑	main_component	"b'\\U0001f4d1'"
1159	🤕	main_component	"b'\\U0001f915'"
1160	🔑	main_component	"b'\\U0001f511'"
1161	♟	main_component	"b'\\u265f'"
1162	🥄	main_component	"b'\\U0001f944'"
1163	🕡	main_component	"b'\\U0001f561'"
1164	🌬	main_component	"b'\\U0001f32c'"
1165	⛪	main_component	"b'\\u26ea'"
1166	🥌	main_component	"b'\\U0001f94c'"
1167	🤝	main_component	"b'\\U0001f91d'"
1168	🏘	main_component	"b'\\U0001f3d8'"
1169	🤼	main_component	"b'\\U0001f93c'"
1170	🕑	main_component	"b'\\U0001f551'"
1171	📋	main_component	"b'\\U0001f4cb'"
1172	🧬	main_component	"b'\\U0001f9ec'"
1173	😧	main_component	"b'\\U0001f627'"
1174	🐐	main_component	"b'\\U0001f410'"
1175	🗺	main_component	"b'\\U0001f5fa'"
1176	❌	main_component	"b'\\u274c'"
1177	📼	main_component	"b'\\U0001f4fc'"
1178	🍡	main_component	"b'\\U0001f361'"
1179	♨	main_component	"b'\\u2668'"
1180	🗄	main_component	"b'\\U0001f5c4'"
1181	🍵	main_component	"b'\\U0001f375'"
1182	👯	main_component	"b'\\U0001f46f'"
1183	🎡	main_component	"b'\\U0001f3a1'"
1184	🍰	main_component	"b'\\U0001f370'"
1185	🥊	main_component	"b'\\U0001f94a'"
1186	🐈	main_component	"b'\\U0001f408'"
1187	⛈	main_component	"b'\\u26c8'"
1188	🔰	main_component	"b'\\U0001f530'"
1189	🐍	main_component	"b'\\U0001f40d'"
1190	🥂	main_component	"b'\\U0001f942'"
1191	📝	main_component	"b'\\U0001f4dd'"
1192	🙋	main_component	"b'\\U0001f64b'"
1193	🦑	main_component	"b'\\U0001f991'"
